GroupId,Group_Size,HomePlanet,Destination,Side,Deck,Cabin_Number,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1308,4,Europa,55 Cancri e,S,E,94,30.0,0,0,278.0,3300.0,0.0,8145.0,2519.0,False
1308,4,Europa,55 Cancri e,S,E,94,37.0,0,0,0.0,439.0,0.0,3198.0,6.0,False
1308,4,Europa,55 Cancri e,S,E,94,26.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1309,1,Earth,TRAPPIST-1e,P,F,264,19.0,0,0,0.0,4.0,109.0,0.0,671.0,True
1310,1,Europa,TRAPPIST-1e,S,C,52,57.0,0,0,0.0,987.0,1.0,4948.0,53.0,False
1311,3,Mars,TRAPPIST-1e,P,F,265,17.0,0,0,948.0,47.0,292.0,0.0,0.0,False
1311,3,Mars,TRAPPIST-1e,P,D,43,26.0,0,0,1946.0,4.0,4.0,0.0,623.0,False
1312,1,Earth,55 Cancri e,P,G,194,21.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1316,1,Europa,TRAPPIST-1e,S,E,95,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1317,1,Mars,TRAPPIST-1e,P,F,266,25.0,0,0,2508.0,0.0,23.0,0.0,67.0,False
1322,1,Earth,TRAPPIST-1e,P,G,196,40.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1323,1,Earth,55 Cancri e,P,F,267,23.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1324,3,Earth,55 Cancri e,S,G,199,2.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1324,3,Earth,55 Cancri e,S,G,199,10.0,0,0,0.0,0.0,0.0,0.0,0.0,False
1324,3,Earth,TRAPPIST-1e,S,G,199,43.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1325,3,Earth,TRAPPIST-1e,S,E,97,0.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1325,3,Earth,TRAPPIST-1e,S,E,97,24.0,0,0,70.0,160.0,340.0,0.0,336.0,False
1325,3,Earth,TRAPPIST-1e,S,E,97,42.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1326,2,Mars,TRAPPIST-1e,S,F,257,19.0,0,0,1507.0,0.0,260.0,0.0,0.0,False
1328,1,Earth,TRAPPIST-1e,P,G,198,26.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1330,2,Mars,TRAPPIST-1e,S,D,46,47.0,0,0,405.0,0.0,193.0,458.0,0.0,False
1330,2,Mars,TRAPPIST-1e,S,D,46,28.0,0,0,120.0,8.0,1128.0,1.0,7.0,True
1331,1,Earth,PSO J318.5-22,S,G,200,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1332,1,Earth,TRAPPIST-1e,S,E,98,29.0,0,0,28.0,0.0,561.0,203.0,0.0,False
1333,1,Earth,PSO J318.5-22,P,F,269,32.0,0,0,0.0,486.0,0.0,229.0,26.0,False
1335,1,Earth,TRAPPIST-1e,P,G,199,44.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1340,1,Earth,TRAPPIST-1e,S,G,203,23.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1342,1,Earth,TRAPPIST-1e,P,G,200,34.0,0,0,0.0,118.0,5.0,0.0,761.0,False
1345,1,Earth,TRAPPIST-1e,S,F,260,25.0,0,0,1174.0,0.0,18.0,721.0,0.0,False
1348,1,Europa,TRAPPIST-1e,S,B,57,22.0,0,0,0.0,1531.0,0.0,369.0,2969.0,False
1350,4,Earth,55 Cancri e,S,G,206,27.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1350,4,Earth,TRAPPIST-1e,S,F,261,14.0,0,0,1489.0,2.0,126.0,460.0,72.0,False
1350,4,Earth,PSO J318.5-22,S,G,206,42.0,0,0,491.0,106.0,8.0,202.0,0.0,False
1350,4,Earth,PSO J318.5-22,S,G,206,19.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1352,1,Mars,TRAPPIST-1e,P,F,272,31.0,0,0,43.0,782.0,1.0,660.0,0.0,False
1353,4,Mars,TRAPPIST-1e,S,F,262,10.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1353,4,Mars,TRAPPIST-1e,S,F,262,39.0,0,0,1535.0,0.0,340.0,0.0,723.0,False
1353,4,Mars,TRAPPIST-1e,S,F,262,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1355,1,Earth,PSO J318.5-22,P,G,203,22.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1356,1,Earth,TRAPPIST-1e,S,G,207,21.0,0,0,0.0,39.0,0.0,310.0,539.0,False
1357,1,Mars,TRAPPIST-1e,S,D,48,40.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1360,1,Earth,TRAPPIST-1e,S,E,100,25.0,0,0,0.0,997.0,0.0,0.0,0.0,True
1365,2,Europa,55 Cancri e,S,B,58,33.0,0,0,77.0,2381.0,0.0,3656.0,150.0,False
1365,2,Europa,TRAPPIST-1e,S,B,58,20.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1368,1,Earth,TRAPPIST-1e,P,G,208,27.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1370,1,Earth,TRAPPIST-1e,S,E,102,21.0,0,0,965.0,0.0,23.0,3.0,0.0,False
1375,2,Earth,TRAPPIST-1e,S,G,208,2.0,0,0,0.0,0.0,0.0,0.0,0.0,False
1375,2,Earth,TRAPPIST-1e,S,F,267,19.0,0,0,0.0,3.0,946.0,0.0,0.0,False
1376,1,Earth,TRAPPIST-1e,P,G,211,41.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1377,1,Europa,TRAPPIST-1e,P,C,52,43.0,0,0,0.0,2801.0,537.0,42.0,144.0,True
1378,2,Earth,TRAPPIST-1e,P,F,275,22.0,0,0,926.0,0.0,0.0,0.0,78.0,True
1379,1,Earth,TRAPPIST-1e,S,F,268,16.0,0,0,0.0,30.0,0.0,769.0,4.0,False
1380,1,Europa,55 Cancri e,S,C,53,42.0,0,0,0.0,21.0,0.0,2735.0,3604.0,False
1381,1,Earth,PSO J318.5-22,S,G,209,20.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1383,1,Europa,TRAPPIST-1e,S,D,49,53.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1384,4,Earth,TRAPPIST-1e,S,E,105,17.0,0,0,21.0,0.0,690.0,260.0,5.0,False
1384,4,Earth,TRAPPIST-1e,S,G,210,6.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1384,4,Earth,TRAPPIST-1e,S,F,269,22.0,0,0,0.0,442.0,0.0,0.0,368.0,True
1384,4,Earth,TRAPPIST-1e,S,F,269,41.0,0,0,338.0,0.0,377.0,2.0,86.0,True
1386,1,Earth,TRAPPIST-1e,P,G,214,23.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1387,1,Mars,TRAPPIST-1e,P,E,85,31.0,0,0,1088.0,0.0,280.0,0.0,0.0,False
1389,1,Earth,55 Cancri e,S,G,212,38.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1391,2,Mars,TRAPPIST-1e,P,F,276,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1391,2,Mars,TRAPPIST-1e,P,F,276,21.0,0,0,1072.0,79.0,46.0,16.0,0.0,False
1393,1,Mars,TRAPPIST-1e,S,F,270,36.0,0,0,42.0,0.0,212.0,151.0,1853.0,False
1395,1,Earth,TRAPPIST-1e,S,G,214,7.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1397,1,Earth,TRAPPIST-1e,S,F,271,39.0,0,0,386.0,190.0,0.0,489.0,0.0,False
1398,1,Earth,TRAPPIST-1e,P,G,216,28.0,0,0,0.0,508.0,334.0,0.0,46.0,True
1399,1,Earth,TRAPPIST-1e,S,F,272,28.0,0,0,0.0,0.0,529.0,560.0,60.0,False
1400,1,Earth,55 Cancri e,P,G,217,14.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1402,1,Earth,PSO J318.5-22,S,G,215,23.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1404,1,Europa,TRAPPIST-1e,S,B,60,47.0,0,0,1.0,734.0,28.0,78.0,3471.0,False
1406,1,Mars,TRAPPIST-1e,S,E,106,17.0,0,0,36.0,0.0,1013.0,0.0,0.0,False
1407,2,Earth,TRAPPIST-1e,P,F,278,21.0,0,0,737.0,4.0,27.0,8.0,0.0,False
1407,2,Earth,PSO J318.5-22,P,F,278,17.0,0,0,8.0,222.0,3.0,401.0,0.0,True
1408,1,Earth,PSO J318.5-22,S,G,216,26.0,0,0,4.0,770.0,0.0,0.0,0.0,False
1410,1,Earth,TRAPPIST-1e,P,F,279,23.0,0,0,0.0,567.0,896.0,0.0,122.0,False
1413,1,Earth,PSO J318.5-22,S,G,218,18.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1414,1,Earth,TRAPPIST-1e,P,F,280,65.0,0,0,259.0,0.0,0.0,0.0,1916.0,False
1416,1,Earth,TRAPPIST-1e,P,G,219,27.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1417,1,Europa,TRAPPIST-1e,S,C,54,41.0,0,0,0.0,184.0,0.0,1520.0,3358.0,False
1419,1,Mars,TRAPPIST-1e,S,F,273,42.0,0,0,1381.0,0.0,1243.0,0.0,0.0,False
1421,2,Mars,55 Cancri e,S,F,274,17.0,0,0,891.0,0.0,243.0,0.0,5.0,False
1423,3,Europa,TRAPPIST-1e,S,B,61,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1423,3,Europa,TRAPPIST-1e,S,B,61,39.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1423,3,Europa,55 Cancri e,S,B,61,59.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1424,5,Europa,TRAPPIST-1e,P,B,47,32.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1424,5,Europa,55 Cancri e,P,B,47,29.0,0,0,2988.0,2147.0,0.0,0.0,1779.0,False
1424,5,Europa,TRAPPIST-1e,P,B,47,8.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1424,5,Europa,55 Cancri e,P,B,47,28.0,0,0,0.0,4380.0,0.0,692.0,0.0,True
1424,5,Europa,TRAPPIST-1e,P,B,47,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1425,3,Earth,TRAPPIST-1e,P,F,282,24.0,0,0,711.0,0.0,0.0,59.0,57.0,False
1425,3,Earth,TRAPPIST-1e,P,G,220,1.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1425,3,Earth,TRAPPIST-1e,P,G,220,4.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1426,1,Europa,55 Cancri e,P,D,46,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1427,2,Mars,TRAPPIST-1e,S,F,275,67.0,0,0,443.0,0.0,1721.0,250.0,2.0,False
1428,1,Earth,TRAPPIST-1e,S,E,109,44.0,0,0,0.0,200.0,128.0,460.0,0.0,False
1430,1,Earth,TRAPPIST-1e,P,F,283,14.0,0,0,360.0,0.0,2116.0,1.0,8.0,False
1431,1,Earth,TRAPPIST-1e,P,G,221,23.0,0,0,0.0,0.0,4.0,0.0,965.0,True
1433,1,Earth,TRAPPIST-1e,S,G,219,51.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1434,3,Earth,TRAPPIST-1e,P,G,222,0.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1438,1,Earth,TRAPPIST-1e,P,E,89,24.0,0,0,181.0,224.0,0.0,195.0,191.0,False
1439,1,Mars,TRAPPIST-1e,S,F,279,41.0,0,0,112.0,186.0,228.0,760.0,0.0,False
1440,1,Earth,TRAPPIST-1e,S,F,280,27.0,0,0,0.0,1826.0,39.0,11.0,649.0,False
1442,1,Earth,PSO J318.5-22,S,G,220,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1443,1,Earth,TRAPPIST-1e,P,G,225,16.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1444,1,Europa,TRAPPIST-1e,S,C,55,30.0,0,0,50.0,1248.0,0.0,1.0,912.0,True
1445,1,Earth,PSO J318.5-22,S,G,221,8.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1447,1,Earth,TRAPPIST-1e,P,G,227,59.0,0,0,0.0,0.0,0.0,0.0,755.0,False
1450,2,Europa,55 Cancri e,S,D,53,43.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1450,2,Europa,55 Cancri e,S,D,53,30.0,0,0,0.0,138.0,0.0,5467.0,112.0,False
1451,2,Europa,55 Cancri e,S,C,56,46.0,0,0,202.0,484.0,0.0,3208.0,2485.0,False
1451,2,Europa,TRAPPIST-1e,S,C,56,39.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1452,5,Europa,TRAPPIST-1e,P,C,53,21.0,0,0,5.0,251.0,10.0,26.0,3384.0,False
1452,5,Europa,55 Cancri e,P,C,53,34.0,0,0,0.0,1646.0,0.0,51.0,1462.0,False
1452,5,Europa,TRAPPIST-1e,P,C,53,33.0,0,0,0.0,774.0,0.0,6255.0,6.0,False
1452,5,Europa,55 Cancri e,P,C,53,44.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1453,2,Earth,TRAPPIST-1e,P,G,229,63.0,0,0,3.0,801.0,0.0,0.0,5.0,True
1454,1,Europa,TRAPPIST-1e,S,D,54,37.0,0,0,0.0,13561.0,15.0,4060.0,72.0,False
1455,5,Europa,55 Cancri e,S,B,62,29.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1455,5,Europa,TRAPPIST-1e,S,B,62,29.0,0,0,0.0,2509.0,0.0,16.0,698.0,True
1455,5,Europa,55 Cancri e,S,B,62,22.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1455,5,Europa,TRAPPIST-1e,S,B,62,26.0,0,0,0.0,533.0,2119.0,10.0,504.0,True
1455,5,Europa,55 Cancri e,S,B,62,76.0,0,0,0.0,2732.0,422.0,16594.0,330.0,False
1457,1,Earth,TRAPPIST-1e,S,E,110,61.0,0,0,0.0,368.0,3.0,4422.0,0.0,False
1460,2,Earth,PSO J318.5-22,P,G,230,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1462,1,Earth,TRAPPIST-1e,P,G,231,30.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1465,1,Earth,PSO J318.5-22,P,G,233,63.0,0,0,356.0,287.0,0.0,0.0,248.0,False
1479,1,Mars,TRAPPIST-1e,P,F,290,49.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1481,1,Mars,TRAPPIST-1e,P,E,91,27.0,0,0,555.0,0.0,744.0,0.0,0.0,False
1485,1,Mars,TRAPPIST-1e,P,F,291,38.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1489,1,Earth,TRAPPIST-1e,S,G,229,19.0,0,0,73.0,0.0,0.0,813.0,2.0,False
1491,2,Earth,55 Cancri e,P,G,240,32.0,0,0,0.0,0.0,0.0,817.0,8.0,True
1491,2,Earth,TRAPPIST-1e,P,F,292,56.0,0,0,0.0,51.0,0.0,2.0,706.0,False
1493,1,Earth,TRAPPIST-1e,S,F,285,38.0,0,0,35.0,0.0,0.0,0.0,713.0,False
1499,1,Earth,TRAPPIST-1e,S,F,287,21.0,0,0,5.0,0.0,0.0,2.0,1061.0,False
1500,7,Earth,TRAPPIST-1e,S,G,230,11.0,0,0,0.0,0.0,0.0,0.0,0.0,False
1500,7,Earth,TRAPPIST-1e,S,G,230,3.0,0,0,0.0,0.0,0.0,0.0,0.0,False
1500,7,Earth,55 Cancri e,S,G,230,17.0,0,0,0.0,55.0,913.0,0.0,55.0,True
1500,7,Earth,55 Cancri e,S,F,288,17.0,0,0,319.0,184.0,0.0,0.0,376.0,False
1500,7,Earth,TRAPPIST-1e,S,G,230,0.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1500,7,Earth,TRAPPIST-1e,S,G,230,46.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1501,1,Earth,TRAPPIST-1e,P,G,243,63.0,0,0,0.0,216.0,0.0,594.0,0.0,False
1503,2,Mars,TRAPPIST-1e,P,D,48,35.0,0,0,1890.0,0.0,497.0,1.0,0.0,False
1503,2,Mars,TRAPPIST-1e,P,D,48,61.0,0,0,1114.0,0.0,68.0,0.0,0.0,False
1507,3,Earth,TRAPPIST-1e,S,F,289,14.0,0,0,1.0,1.0,683.0,419.0,0.0,False
1507,3,Earth,TRAPPIST-1e,S,G,231,78.0,0,0,0.0,0.0,0.0,441.0,4.0,False
1510,1,Mars,TRAPPIST-1e,S,F,291,31.0,0,0,1226.0,0.0,1.0,0.0,0.0,False
1511,4,Europa,TRAPPIST-1e,S,B,63,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1511,4,Europa,TRAPPIST-1e,S,B,63,36.0,0,0,0.0,2345.0,0.0,1966.0,27.0,False
1511,4,Europa,55 Cancri e,S,B,63,31.0,0,0,65.0,2121.0,0.0,6431.0,1.0,False
1515,1,Earth,TRAPPIST-1e,S,F,293,18.0,0,0,765.0,0.0,13.0,0.0,0.0,False
1520,1,Earth,TRAPPIST-1e,S,G,235,40.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1521,1,Mars,TRAPPIST-1e,S,F,295,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1523,2,Europa,TRAPPIST-1e,S,B,64,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1524,1,Earth,TRAPPIST-1e,S,G,236,14.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1525,1,Mars,TRAPPIST-1e,P,F,299,20.0,0,0,539.0,1269.0,38.0,0.0,0.0,True
1527,2,Europa,55 Cancri e,P,D,49,22.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1527,2,Europa,TRAPPIST-1e,P,D,49,25.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1528,1,Mars,55 Cancri e,P,D,50,18.0,0,0,3992.0,673.0,1360.0,2.0,0.0,True
1529,2,Europa,PSO J318.5-22,S,A,16,25.0,0,1,0.0,7069.0,0.0,45.0,282.0,True
1529,2,Europa,TRAPPIST-1e,S,A,16,30.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1531,1,Earth,TRAPPIST-1e,S,G,237,46.0,0,0,0.0,0.0,533.0,277.0,0.0,False
1532,1,Europa,TRAPPIST-1e,S,B,65,27.0,0,0,0.0,31.0,0.0,1.0,11378.0,False
1533,1,Earth,TRAPPIST-1e,P,G,244,53.0,0,0,1015.0,0.0,0.0,0.0,1.0,False
1536,1,Mars,TRAPPIST-1e,S,F,297,21.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1540,3,Europa,TRAPPIST-1e,P,C,55,32.0,0,0,1.0,470.0,0.0,1440.0,2114.0,False
1540,3,Europa,TRAPPIST-1e,P,C,55,33.0,0,1,0.0,7139.0,22.0,0.0,553.0,True
1540,3,Europa,TRAPPIST-1e,P,C,55,26.0,0,0,0.0,170.0,0.0,3718.0,0.0,False
1541,1,Earth,TRAPPIST-1e,S,F,298,47.0,0,0,12.0,7.0,0.0,720.0,0.0,True
1542,1,Mars,TRAPPIST-1e,S,F,299,13.0,0,0,7172.0,0.0,157.0,20.0,0.0,False
1543,1,Europa,55 Cancri e,P,C,56,34.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1544,1,Earth,TRAPPIST-1e,P,G,245,21.0,0,0,9.0,0.0,0.0,0.0,800.0,False
1547,1,Earth,TRAPPIST-1e,S,F,301,21.0,0,0,163.0,0.0,661.0,32.0,0.0,False
1548,2,Europa,TRAPPIST-1e,P,B,50,18.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1550,1,Europa,TRAPPIST-1e,S,C,58,26.0,0,0,1.0,230.0,0.0,42.0,4030.0,False
1551,1,Europa,TRAPPIST-1e,P,E,96,30.0,0,0,0.0,1376.0,43.0,0.0,1460.0,True
1552,1,Earth,TRAPPIST-1e,S,G,240,37.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1555,1,Europa,TRAPPIST-1e,S,A,18,45.0,0,0,0.0,1389.0,0.0,2987.0,0.0,False
1558,1,Earth,TRAPPIST-1e,P,G,247,62.0,0,0,877.0,15.0,0.0,0.0,1.0,False
1560,1,Earth,TRAPPIST-1e,S,G,242,38.0,0,0,0.0,1.0,45.0,0.0,837.0,False
1561,1,Earth,55 Cancri e,P,F,305,24.0,0,0,1030.0,0.0,0.0,0.0,1122.0,False
1562,1,Earth,TRAPPIST-1e,P,F,306,18.0,0,0,341.0,0.0,332.0,102.0,0.0,False
1564,1,Mars,TRAPPIST-1e,S,F,303,23.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1565,1,Earth,PSO J318.5-22,S,F,304,16.0,0,0,0.0,1519.0,0.0,0.0,766.0,False
1567,1,Europa,TRAPPIST-1e,P,B,53,37.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1569,1,Mars,TRAPPIST-1e,P,F,308,25.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1572,2,Earth,TRAPPIST-1e,P,F,309,25.0,0,0,4.0,0.0,146.0,723.0,0.0,False
1573,1,Mars,TRAPPIST-1e,S,D,56,55.0,0,0,938.0,0.0,82.0,0.0,162.0,False
1576,1,Mars,TRAPPIST-1e,P,E,97,28.0,0,0,641.0,0.0,372.0,0.0,16.0,False
1578,1,Earth,TRAPPIST-1e,P,E,98,22.0,0,0,0.0,24.0,0.0,176.0,783.0,False
1579,1,Earth,55 Cancri e,P,F,311,26.0,0,0,333.0,1819.0,0.0,1.0,0.0,True
1580,2,Earth,TRAPPIST-1e,S,G,246,13.0,0,0,0.0,0.0,8.0,0.0,714.0,False
1580,2,Earth,TRAPPIST-1e,S,G,246,18.0,0,0,428.0,0.0,36.0,0.0,424.0,False
1581,1,Mars,TRAPPIST-1e,P,F,312,38.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1584,1,Earth,TRAPPIST-1e,P,F,314,57.0,0,0,433.0,0.0,0.0,371.0,0.0,False
1585,1,Earth,TRAPPIST-1e,P,G,252,18.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1588,2,Europa,TRAPPIST-1e,P,E,99,25.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1588,2,Europa,55 Cancri e,P,E,99,35.0,0,0,0.0,17394.0,0.0,724.0,0.0,True
1590,2,Europa,TRAPPIST-1e,S,D,57,37.0,0,0,0.0,1336.0,2.0,12.0,7.0,True
1590,2,Europa,55 Cancri e,S,D,57,33.0,0,0,0.0,26.0,1.0,33.0,2439.0,False
1592,2,Europa,TRAPPIST-1e,S,C,60,35.0,0,0,305.0,3621.0,0.0,320.0,341.0,True
1592,2,Europa,55 Cancri e,S,C,60,47.0,0,0,16.0,2127.0,1487.0,0.0,196.0,True
1593,1,Earth,TRAPPIST-1e,S,E,114,23.0,0,0,5.0,51.0,0.0,732.0,0.0,False
1596,1,Europa,TRAPPIST-1e,P,B,54,23.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1599,2,Europa,55 Cancri e,P,C,58,53.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1601,1,Earth,TRAPPIST-1e,P,G,255,37.0,0,0,22.0,5.0,0.0,747.0,0.0,False
1602,1,Earth,TRAPPIST-1e,S,F,307,18.0,0,0,0.0,0.0,0.0,2681.0,55.0,False
1603,3,Earth,TRAPPIST-1e,P,F,317,42.0,0,0,0.0,594.0,0.0,0.0,119.0,False
1603,3,Earth,TRAPPIST-1e,P,G,256,7.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1603,3,Earth,55 Cancri e,P,G,256,7.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1604,1,Earth,TRAPPIST-1e,P,G,257,24.0,0,0,2.0,3.0,0.0,616.0,161.0,False
1606,1,Europa,TRAPPIST-1e,S,E,116,20.0,0,0,13.0,817.0,0.0,1435.0,22.0,True
1608,1,Earth,TRAPPIST-1e,P,F,319,24.0,0,0,1158.0,193.0,798.0,2.0,0.0,False
1611,1,Earth,TRAPPIST-1e,S,G,248,42.0,0,0,0.0,865.0,0.0,0.0,44.0,True
1612,2,Europa,TRAPPIST-1e,P,E,101,49.0,0,0,0.0,3750.0,0.0,2.0,341.0,True
1612,2,Europa,TRAPPIST-1e,P,E,101,47.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1614,1,Mars,TRAPPIST-1e,P,F,321,26.0,0,1,432.0,0.0,965.0,35.0,0.0,False
1615,3,Earth,TRAPPIST-1e,P,F,322,24.0,0,0,0.0,0.0,6.0,685.0,0.0,False
1615,3,Earth,TRAPPIST-1e,P,G,259,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1617,1,Mars,PSO J318.5-22,P,D,53,37.0,0,0,295.0,1575.0,19.0,515.0,0.0,False
1619,1,Earth,TRAPPIST-1e,S,G,249,39.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1621,2,Earth,55 Cancri e,S,F,308,25.0,0,0,553.0,0.0,1.0,239.0,8.0,True
1621,2,Earth,PSO J318.5-22,S,F,308,25.0,0,0,172.0,129.0,41.0,0.0,341.0,False
1622,1,Mars,TRAPPIST-1e,P,F,323,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1624,2,Earth,55 Cancri e,S,G,250,46.0,0,0,612.0,0.0,62.0,0.0,0.0,True
1625,2,Europa,55 Cancri e,P,C,59,19.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1625,2,Europa,TRAPPIST-1e,P,C,59,29.0,0,0,0.0,930.0,0.0,2113.0,98.0,False
1628,1,Europa,TRAPPIST-1e,S,B,71,47.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1630,3,Earth,PSO J318.5-22,S,G,252,1.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1630,3,Earth,TRAPPIST-1e,S,G,252,4.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1630,3,Earth,TRAPPIST-1e,S,F,309,37.0,0,0,0.0,27.0,11.0,732.0,5.0,False
1631,1,Earth,TRAPPIST-1e,S,E,118,61.0,0,0,1215.0,32.0,0.0,0.0,362.0,False
1633,2,Earth,TRAPPIST-1e,P,G,261,16.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1634,1,Earth,55 Cancri e,S,G,253,25.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1636,1,Earth,TRAPPIST-1e,S,G,254,41.0,0,0,139.0,666.0,6.0,71.0,25.0,False
1637,1,Earth,TRAPPIST-1e,S,G,255,25.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1638,1,Earth,TRAPPIST-1e,S,E,119,19.0,0,0,414.0,0.0,66.0,307.0,0.0,False
1640,1,Earth,TRAPPIST-1e,P,G,262,21.0,0,0,305.0,0.0,1.0,618.0,2.0,True
1644,1,Earth,55 Cancri e,P,F,327,14.0,0,0,0.0,2.0,0.0,0.0,794.0,False
1646,1,Earth,TRAPPIST-1e,P,G,264,34.0,0,0,0.0,0.0,885.0,0.0,0.0,True
1647,1,Earth,TRAPPIST-1e,P,F,328,33.0,0,0,954.0,0.0,10.0,3.0,2.0,False
1649,1,Earth,55 Cancri e,P,G,265,14.0,1,0,0.0,0.0,0.0,0.0,0.0,False
1650,1,Earth,55 Cancri e,S,G,258,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1651,3,Earth,55 Cancri e,P,G,266,3.0,0,0,0.0,0.0,0.0,0.0,0.0,True
1651,3,Earth,PSO J318.5-22,P,G,266,0.0,1,0,0.0,0.0,0.0,0.0,0.0,True
1655,2,Earth,TRAPPIST-1e,S,F,310,40.0,0,0,0.0,807.0,0.0,0.0,0.0,True
1657,1,Earth,TRAPPIST-1e,P,G,267,21.0,0,0,0.0,0.0,218.0,109.0,5321.0,False
1659,1,Earth,TRAPPIST-1e,S,F,313,41.0,0,0,0.0,82.0,3.0,0.0,718.0,False
