PassengerId,GroupId,Group_Size,HomePlanet,Destination,Side,Deck,Cabin_Number,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1866_01,1866,1,0,2,0,5,371,29.0,0,0,0.0,0.0,0.0,0.0,865.0,0
1868_01,1868,1,2,2,0,5,372,64.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1872_01,1872,1,2,2,1,4,139,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1874_01,1874,1,0,2,0,6,305,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1877_01,1877,1,0,2,0,6,306,37.0,0,0,28.0,25.0,26.0,806.0,3.0,0
1878_01,1878,1,0,2,0,5,375,49.0,0,0,0.0,0.0,0.0,724.0,0.0,0
1879_01,1879,1,1,2,0,3,58,36.0,0,0,0.0,583.0,1789.0,19.0,1009.0,0
1880_01,1880,1,0,0,0,5,376,20.0,0,0,470.0,128.0,0.0,0.0,9.0,0
1881_01,1881,1,0,2,0,5,377,20.0,0,0,2215.0,0.0,0.0,86.0,0.0,1
1884_01,1884,1,2,2,1,4,140,48.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1886_01,1886,1,0,2,1,4,141,26.0,0,0,0.0,3.0,176.0,611.0,0.0,0
1887_01,1887,1,0,2,1,6,295,35.0,0,0,0.0,88.0,718.0,46.0,0.0,0
1888_01,1888,1,0,2,1,5,361,30.0,0,0,116.0,0.0,0.0,728.0,29.0,1
1889_01,1889,2,0,2,0,5,378,22.0,0,0,0.0,0.0,22.0,0.0,702.0,0
1889_02,1889,2,0,2,0,6,307,5.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1890_01,1890,1,0,0,0,6,308,43.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1892_01,1892,3,1,2,0,3,59,50.0,0,0,5.0,809.0,0.0,309.0,731.0,1
1892_03,1892,3,1,0,0,3,59,19.0,0,0,0.0,748.0,158.0,5037.0,44.0,0
1897_01,1897,2,1,0,1,2,72,39.0,0,0,0.0,10153.0,1.0,78.0,5063.0,1
1897_02,1897,2,1,2,1,2,72,38.0,0,0,0.0,354.0,0.0,1806.0,0.0,1
1899_01,1899,1,0,1,1,6,297,25.0,0,0,11.0,44.0,397.0,0.0,0.0,0
1901_01,1901,2,1,0,0,0,14,42.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1901_02,1901,2,1,0,0,0,14,36.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1902_01,1902,1,0,2,1,6,298,19.0,0,0,42.0,0.0,345.0,1431.0,0.0,0
1903_01,1903,1,0,2,0,6,309,42.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1905_01,1905,1,0,0,1,5,364,40.0,0,0,1465.0,39.0,0.0,0.0,1225.0,0
1906_01,1906,1,0,2,1,6,299,14.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1908_01,1908,1,2,2,0,4,115,18.0,0,0,1218.0,0.0,34.0,1095.0,0.0,0
1911_01,1911,1,0,2,1,6,300,46.0,0,0,8.0,652.0,0.0,5.0,90.0,0
1916_01,1916,1,1,2,0,3,61,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1918_01,1918,3,1,2,1,0,23,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1918_02,1918,3,1,2,1,0,23,52.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1918_03,1918,3,1,2,1,0,23,38.0,0,0,34.0,2043.0,0.0,1339.0,0.0,1
1920_01,1920,1,2,2,0,4,117,46.0,0,0,731.0,0.0,288.0,0.0,2.0,0
1922_01,1922,1,0,0,1,6,303,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1923_01,1923,2,1,2,0,2,65,63.0,0,0,0.0,4286.0,18.0,4.0,872.0,1
1923_02,1923,2,1,0,0,2,65,24.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1925_01,1925,1,0,2,1,6,304,50.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1927_01,1927,1,2,2,1,3,66,55.0,0,0,2424.0,0.0,1.0,0.0,284.0,0
1928_01,1928,1,0,1,1,4,144,21.0,0,0,0.0,0.0,107.0,166.0,388.0,1
1931_01,1931,1,1,0,1,2,73,56.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1935_01,1935,1,0,0,1,6,307,18.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1937_01,1937,1,0,2,1,5,368,47.0,0,0,7.0,877.0,17.0,0.0,0.0,0
1938_01,1938,1,0,2,1,5,369,36.0,0,0,0.0,0.0,1508.0,110.0,117.0,1
1939_01,1939,2,2,2,0,5,385,57.0,0,1,975.0,0.0,295.0,39.0,0.0,0
1939_02,1939,2,2,2,0,3,62,13.0,0,0,3037.0,10.0,43.0,0.0,0.0,0
1940_01,1940,1,2,2,0,5,386,27.0,0,0,120.0,0.0,1476.0,3.0,0.0,0
1941_01,1941,1,0,2,1,5,370,20.0,0,0,717.0,0.0,0.0,0.0,0.0,0
1945_01,1945,1,0,2,0,4,120,15.0,0,0,0.0,0.0,787.0,0.0,0.0,0
1946_01,1946,1,0,2,0,6,313,34.0,0,0,0.0,0.0,53.0,731.0,0.0,0
1947_01,1947,1,0,2,1,5,372,21.0,0,0,942.0,0.0,0.0,0.0,7.0,0
1950_01,1950,1,0,2,1,5,374,51.0,0,0,0.0,0.0,0.0,101.0,1357.0,0
1953_01,1953,1,0,2,0,5,387,58.0,0,0,0.0,0.0,0.0,0.0,717.0,0
1957_01,1957,1,0,2,1,6,309,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1959_01,1959,3,1,2,0,2,66,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1959_03,1959,3,1,0,0,2,66,29.0,0,0,0.0,433.0,4899.0,393.0,260.0,1
1960_01,1960,2,0,2,0,4,122,36.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1960_02,1960,2,0,1,0,4,122,21.0,0,0,0.0,0.0,677.0,4.0,0.0,1
1961_01,1961,1,0,2,0,6,315,35.0,0,0,302.0,6.0,0.0,6.0,613.0,1
1962_01,1962,2,0,2,0,5,390,24.0,0,0,3.0,361.0,94.0,824.0,160.0,0
1962_02,1962,2,0,0,0,6,316,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0
1963_01,1963,1,0,2,0,5,391,43.0,0,0,0.0,0.0,0.0,1200.0,17.0,0
1968_01,1968,1,0,1,0,6,319,38.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1971_01,1971,1,0,1,1,5,375,54.0,0,0,3.0,0.0,56.0,633.0,0.0,0
1973_01,1973,1,1,0,1,0,24,39.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1974_01,1974,1,2,2,0,3,63,41.0,0,0,3702.0,0.0,1.0,0.0,18.0,0
1975_01,1975,1,0,2,1,6,310,22.0,0,0,0.0,0.0,0.0,10.0,761.0,0
1976_03,1976,7,1,0,1,1,82,26.0,1,1,0.0,0.0,0.0,0.0,0.0,1
1976_04,1976,7,1,2,1,1,82,39.0,0,0,1.0,2972.0,0.0,3175.0,1.0,0
1976_05,1976,7,1,0,1,1,82,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1976_06,1976,7,1,2,1,1,82,64.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1976_07,1976,7,1,2,1,1,82,25.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1977_01,1977,1,2,2,0,5,393,35.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1979_01,1979,1,0,2,1,5,376,26.0,0,0,401.0,0.0,693.0,62.0,0.0,0
1980_01,1980,3,0,2,1,6,312,3.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1980_02,1980,3,0,2,1,6,312,29.0,0,0,1434.0,5.0,0.0,0.0,0.0,0
1980_03,1980,3,0,2,1,6,312,44.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1981_01,1981,1,0,2,0,4,124,27.0,0,0,196.0,602.0,0.0,0.0,198.0,0
1983_01,1983,1,0,1,0,6,320,17.0,0,0,414.0,0.0,139.0,28.0,173.0,0
1985_01,1985,1,2,0,0,5,394,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
1988_01,1988,1,0,2,0,6,321,44.0,1,0,0.0,0.0,0.0,0.0,0.0,0
1991_02,1991,2,0,2,1,4,146,22.0,0,0,213.0,85.0,352.0,12.0,1.0,1
1993_01,1993,1,0,2,1,5,380,31.0,0,0,1062.0,0.0,802.0,71.0,0.0,0
1994_01,1994,1,0,2,0,4,125,17.0,0,0,0.0,0.0,249.0,537.0,5.0,1
1995_01,1995,1,0,1,1,6,314,30.0,0,0,231.0,0.0,0.0,274.0,26.0,0
1996_01,1996,1,0,2,1,5,381,15.0,0,0,12.0,25.0,197.0,631.0,0.0,0
1999_01,1999,1,0,2,1,5,383,55.0,0,0,373.0,1.0,1.0,496.0,0.0,0
2000_01,2000,1,1,0,1,2,76,28.0,0,0,5.0,2676.0,13.0,0.0,157.0,1
2001_01,2001,1,0,2,0,5,396,33.0,0,0,673.0,194.0,548.0,59.0,40.0,0
2006_02,2006,3,0,2,1,6,317,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2006_03,2006,3,0,2,1,6,317,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2007_01,2007,1,1,0,1,0,25,30.0,0,0,0.0,5734.0,0.0,5.0,1.0,1
2009_01,2009,3,1,2,0,1,59,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2009_02,2009,3,1,2,0,1,59,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2009_03,2009,3,1,0,0,1,59,40.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2012_01,2012,1,1,0,0,1,60,30.0,0,1,1250.0,865.0,0.0,3725.0,5416.0,0
2013_01,2013,1,0,2,0,5,398,17.0,0,0,0.0,0.0,0.0,0.0,804.0,0
2015_01,2015,1,0,2,1,5,387,19.0,0,0,1139.0,18.0,0.0,0.0,671.0,1
2019_01,2019,1,1,0,1,1,83,22.0,0,0,0.0,5183.0,0.0,1080.0,2.0,1
2022_01,2022,1,0,1,1,5,390,36.0,0,0,0.0,809.0,0.0,86.0,0.0,0
2024_02,2024,2,0,0,1,4,150,17.0,0,0,44.0,1535.0,10.0,51.0,0.0,1
2026_02,2026,3,0,1,1,6,323,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2026_03,2026,3,0,2,1,6,323,20.0,0,0,0.0,4.0,429.0,0.0,287.0,0
2027_01,2027,1,0,0,0,5,399,19.0,0,0,30.0,1.0,1051.0,0.0,6.0,1
2028_01,2028,1,0,1,1,5,391,24.0,0,0,662.0,0.0,0.0,0.0,9.0,0
2029_01,2029,1,0,0,0,5,400,43.0,0,0,0.0,6.0,730.0,1.0,0.0,0
2032_01,2032,1,2,2,0,5,402,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2034_01,2034,1,0,2,1,5,393,42.0,0,0,399.0,75.0,38.0,771.0,0.0,0
2038_01,2038,1,0,2,0,5,404,21.0,0,0,6.0,133.0,503.0,0.0,2.0,0
2040_01,2040,2,1,2,1,1,85,50.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2040_02,2040,2,1,2,1,1,85,25.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2042_01,2042,1,0,2,1,5,394,50.0,0,0,0.0,0.0,0.0,785.0,19.0,0
2046_01,2046,1,0,0,0,6,328,30.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2052_01,2052,1,2,2,1,4,151,31.0,0,0,162.0,1211.0,4.0,0.0,1.0,1
2053_01,2053,1,1,0,0,2,68,26.0,0,0,281.0,741.0,13.0,0.0,4724.0,0
2055_04,2055,6,0,2,0,6,330,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2055_05,2055,6,0,2,0,6,330,3.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2055_06,2055,6,0,2,0,6,330,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2056_01,2056,4,0,2,0,6,331,52.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2056_02,2056,4,0,2,0,5,407,14.0,0,0,16.0,0.0,0.0,712.0,149.0,0
2056_03,2056,4,0,2,0,5,407,68.0,0,0,0.0,286.0,0.0,1739.0,13.0,0
2056_04,2056,4,0,1,0,6,331,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2059_01,2059,1,0,2,0,6,333,55.0,0,0,2.0,0.0,0.0,0.0,907.0,1
2061_01,2061,1,1,2,0,3,65,34.0,0,0,0.0,5063.0,0.0,56.0,327.0,1
2063_01,2063,1,0,1,1,6,328,38.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2065_01,2065,1,0,2,0,5,410,13.0,0,0,12.0,0.0,0.0,0.0,1963.0,0
2066_01,2066,1,0,2,1,6,329,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2067_01,2067,2,1,2,0,2,70,30.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2067_02,2067,2,1,2,0,2,70,27.0,0,1,0.0,0.0,72.0,668.0,2713.0,0
2071_01,2071,2,1,0,1,2,78,45.0,0,0,0.0,3559.0,0.0,3615.0,163.0,0
2071_02,2071,2,1,0,1,2,78,28.0,0,0,167.0,2406.0,71.0,283.0,650.0,1
2073_01,2073,1,0,2,1,5,401,23.0,0,0,177.0,0.0,7.0,0.0,448.0,0
2074_01,2074,2,1,2,1,3,69,24.0,0,0,1289.0,3343.0,0.0,4996.0,729.0,0
2074_02,2074,2,1,2,1,3,69,23.0,0,0,9.0,4081.0,0.0,0.0,16.0,1
2075_01,2075,1,0,0,1,5,402,29.0,0,0,270.0,0.0,0.0,25.0,343.0,0
2080_01,2080,1,0,2,0,6,334,46.0,0,0,430.0,0.0,340.0,52.0,61.0,0
2081_01,2081,1,0,1,0,5,411,17.0,0,0,8.0,911.0,0.0,0.0,0.0,1
2082_01,2082,1,0,2,0,6,335,20.0,0,0,0.0,0.0,4.0,35.0,769.0,0
2083_01,2083,1,0,2,1,5,407,24.0,0,0,121.0,20.0,0.0,68.0,506.0,0
2084_01,2084,1,1,2,0,0,16,40.0,0,0,19.0,10.0,1.0,4759.0,6007.0,0
2085_01,2085,1,1,2,0,2,72,38.0,0,0,0.0,590.0,2640.0,6202.0,99.0,0
2086_01,2086,2,1,2,1,0,26,65.0,0,0,51.0,4451.0,0.0,20.0,397.0,1
2086_02,2086,2,1,2,1,0,26,19.0,0,0,0.0,1342.0,0.0,152.0,556.0,1
2087_01,2087,1,0,2,1,5,408,54.0,0,0,0.0,0.0,872.0,0.0,1.0,1
2088_01,2088,2,0,0,1,5,409,38.0,0,0,0.0,717.0,0.0,0.0,0.0,0
2088_02,2088,2,0,2,1,6,331,40.0,0,0,51.0,0.0,1.0,368.0,509.0,1
2090_01,2090,1,0,2,0,5,413,22.0,0,0,8.0,0.0,801.0,0.0,12.0,1
2092_01,2092,5,2,2,1,3,70,18.0,0,0,29.0,0.0,2315.0,0.0,1.0,1
2092_02,2092,5,2,2,1,4,153,43.0,0,0,546.0,0.0,41.0,710.0,0.0,0
2092_05,2092,5,2,2,1,3,70,22.0,0,0,2300.0,0.0,22.0,256.0,0.0,0
2094_01,2094,1,2,2,0,5,415,21.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2095_01,2095,1,0,1,1,5,411,25.0,0,0,0.0,11.0,0.0,13.0,1344.0,0
2096_01,2096,1,2,2,1,5,412,29.0,0,0,216.0,10.0,611.0,594.0,0.0,0
2097_01,2097,1,1,0,1,1,86,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2100_01,2100,1,0,1,1,5,413,45.0,0,0,0.0,0.0,734.0,3.0,5.0,1
2102_01,2102,1,1,2,1,2,79,30.0,0,0,63.0,9314.0,249.0,2624.0,4538.0,0
2104_01,2104,1,0,2,1,5,414,29.0,0,0,776.0,0.0,4.0,0.0,23.0,0
2105_01,2105,1,0,0,1,6,335,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2106_01,2106,1,0,0,1,6,336,20.0,0,0,1.0,0.0,0.0,4926.0,1.0,0
2107_01,2107,1,0,2,0,6,338,33.0,0,0,235.0,2.0,1.0,650.0,0.0,0
2110_01,2110,1,0,2,0,6,339,18.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2111_01,2111,1,2,2,0,5,417,24.0,0,0,600.0,593.0,1404.0,0.0,1.0,0
2112_01,2112,1,2,2,0,5,418,29.0,0,0,860.0,305.0,18.0,1415.0,0.0,0
2114_01,2114,1,1,0,1,1,87,40.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2115_01,2115,1,1,2,1,3,72,27.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2116_01,2116,1,0,2,1,6,339,35.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2118_01,2118,1,0,1,0,6,340,26.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2120_01,2120,1,2,2,1,3,73,49.0,0,0,0.0,0.0,1058.0,0.0,0.0,1
2121_01,2121,1,0,2,0,6,341,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2123_01,2123,2,0,1,0,6,342,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2123_02,2123,2,0,1,0,6,342,14.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2124_01,2124,1,0,0,1,6,341,21.0,0,0,770.0,0.0,0.0,40.0,0.0,0
2125_01,2125,1,0,2,0,6,343,18.0,0,0,0.0,1.0,0.0,80.0,826.0,0
2127_01,2127,1,0,2,0,5,419,19.0,0,0,721.0,62.0,7.0,0.0,0.0,1
2128_01,2128,1,0,2,0,6,344,22.0,0,0,624.0,0.0,0.0,0.0,185.0,0
2129_01,2129,1,0,2,0,5,420,17.0,0,0,736.0,0.0,2.0,20.0,0.0,0
2130_01,2130,1,0,1,0,5,421,13.0,0,0,0.0,2.0,480.0,10.0,176.0,0
2133_02,2133,2,2,2,1,5,416,16.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2134_01,2134,1,2,2,0,5,422,20.0,0,0,1146.0,0.0,0.0,0.0,3.0,0
2135_01,2135,1,0,2,0,4,129,20.0,0,0,75.0,0.0,0.0,1545.0,0.0,0
2136_01,2136,1,0,2,1,6,343,61.0,0,0,2.0,0.0,17.0,868.0,28.0,0
2137_01,2137,3,2,2,0,5,423,27.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2137_02,2137,3,2,0,0,5,423,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2137_03,2137,3,2,0,0,5,423,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2139_01,2139,1,2,2,1,5,417,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2140_01,2140,1,0,2,0,5,424,18.0,0,0,0.0,0.0,698.0,0.0,0.0,1
2141_01,2141,1,0,0,0,4,130,66.0,0,0,0.0,0.0,1610.0,0.0,0.0,1
2143_01,2143,2,0,2,1,5,419,21.0,0,0,0.0,1433.0,0.0,1234.0,0.0,0
2143_02,2143,2,0,2,1,6,345,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2145_01,2145,1,0,2,0,5,425,15.0,0,0,0.0,951.0,128.0,0.0,0.0,0
2148_01,2148,1,0,2,1,5,420,13.0,0,0,579.0,226.0,61.0,1.0,7.0,0
2149_01,2149,1,1,2,1,1,89,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2150_01,2150,1,0,1,0,6,346,38.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2152_01,2152,1,0,2,0,5,426,45.0,0,0,2138.0,0.0,0.0,659.0,0.0,0
2154_01,2154,1,0,2,0,6,348,19.0,0,0,78.0,0.0,0.0,550.0,0.0,0
2156_01,2156,1,0,2,1,5,421,49.0,0,0,651.0,25.0,0.0,849.0,2.0,0
2158_01,2158,1,0,2,1,5,423,21.0,0,0,0.0,820.0,0.0,45.0,0.0,1
2159_01,2159,1,0,2,1,5,424,18.0,0,0,0.0,402.0,2027.0,0.0,0.0,1
2161_01,2161,1,2,2,0,5,429,43.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2162_01,2162,2,2,1,1,5,425,27.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2162_02,2162,2,2,2,1,5,425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2163_01,2163,1,0,2,0,6,349,27.0,0,0,0.0,0.0,6.0,745.0,22.0,0
2168_01,2168,2,2,2,1,5,427,35.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2168_02,2168,2,2,2,1,5,427,20.0,0,0,212.0,0.0,991.0,0.0,13.0,0
2171_01,2171,2,0,2,0,5,433,24.0,0,0,388.0,0.0,7.0,409.0,0.0,0
2171_02,2171,2,0,2,0,6,351,41.0,0,0,2.0,0.0,551.0,5577.0,68.0,0
2172_01,2172,1,0,1,1,6,347,23.0,0,0,0.0,774.0,0.0,0.0,0.0,1
2173_01,2173,1,0,1,0,6,352,27.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2175_01,2175,1,0,0,1,6,348,58.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2179_01,2179,1,1,2,1,2,80,30.0,0,0,437.0,3585.0,0.0,4488.0,281.0,0
2180_01,2180,1,0,0,1,5,428,24.0,0,0,1.0,0.0,0.0,318.0,247.0,0
2182_01,2182,1,1,2,0,1,64,31.0,0,0,46.0,1935.0,0.0,995.0,1254.0,0
2183_01,2183,2,2,1,1,5,429,46.0,0,0,607.0,0.0,41.0,334.0,251.0,0
2183_02,2183,2,2,2,1,5,429,20.0,0,0,938.0,59.0,31.0,12.0,0.0,0
2186_01,2186,1,0,2,1,6,350,20.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2187_01,2187,1,0,2,0,5,437,30.0,0,0,0.0,236.0,0.0,1149.0,0.0,0
2188_01,2188,1,0,0,0,5,438,24.0,0,0,0.0,421.0,0.0,207.0,63.0,0
2191_01,2191,1,2,2,1,5,431,48.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2193_01,2193,1,0,1,0,5,439,25.0,0,0,0.0,0.0,619.0,0.0,70.0,0
2194_01,2194,1,0,2,1,6,352,43.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2195_01,2195,1,0,2,0,5,440,27.0,0,0,0.0,280.0,119.0,646.0,5.0,1
2196_02,2196,4,1,0,0,1,65,26.0,0,0,26.0,4587.0,0.0,102.0,0.0,1
2196_03,2196,4,1,2,0,1,65,37.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2196_04,2196,4,1,0,0,1,65,42.0,0,0,0.0,1180.0,0.0,2677.0,283.0,0
2198_01,2198,1,0,0,1,4,156,61.0,0,0,0.0,654.0,902.0,0.0,68.0,1
2200_01,2200,1,2,2,0,5,442,29.0,0,0,1443.0,1108.0,47.0,0.0,0.0,0
2202_01,2202,1,2,2,0,5,443,51.0,0,0,1671.0,0.0,17.0,0.0,0.0,0
2203_01,2203,1,2,2,1,3,76,43.0,0,0,2019.0,0.0,560.0,0.0,0.0,0
2204_01,2204,1,1,0,1,1,90,25.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2205_01,2205,1,0,2,1,4,157,31.0,0,0,0.0,0.0,187.0,602.0,0.0,0
2206_01,2206,1,0,1,1,5,432,13.0,0,0,0.0,14.0,857.0,0.0,72.0,0
2207_01,2207,1,0,2,1,6,354,20.0,0,0,546.0,0.0,228.0,0.0,0.0,0
2210_01,2210,1,0,2,1,6,355,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2211_01,2211,1,0,2,1,5,434,15.0,0,0,0.0,2347.0,0.0,380.0,0.0,1
2212_01,2212,1,0,2,0,5,445,50.0,0,0,0.0,5.0,0.0,2170.0,0.0,0
2215_01,2215,3,1,0,1,0,27,41.0,0,1,0.0,29813.0,0.0,1257.0,6.0,1
2215_03,2215,3,1,2,1,0,27,32.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2220_01,2220,1,0,2,1,6,357,47.0,0,0,0.0,0.0,880.0,0.0,2.0,1
2221_01,2221,1,0,1,0,6,355,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2224_01,2224,1,0,2,1,5,435,14.0,0,0,0.0,600.0,0.0,204.0,0.0,1
2225_01,2225,1,0,1,0,6,356,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2229_01,2229,1,0,2,1,5,437,22.0,0,0,48.0,329.0,182.0,26.0,154.0,0
2231_01,2231,1,2,2,1,4,159,32.0,0,0,2.0,416.0,26.0,510.0,0.0,0
2232_01,2232,2,0,0,1,5,438,31.0,0,0,0.0,14.0,671.0,1.0,3.0,0
2232_02,2232,2,0,2,1,5,438,24.0,0,0,0.0,1220.0,0.0,140.0,0.0,0
2233_01,2233,1,0,2,0,6,359,39.0,0,0,9.0,18.0,0.0,2.0,878.0,0
2234_01,2234,6,2,0,0,5,448,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2234_02,2234,6,2,0,0,5,448,20.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2234_03,2234,6,2,2,0,4,134,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0
2234_06,2234,6,2,0,0,5,448,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2235_01,2235,1,0,2,0,5,449,27.0,0,0,203.0,539.0,0.0,0.0,0.0,0
2237_01,2237,2,1,0,1,2,83,28.0,0,0,0.0,162.0,741.0,3733.0,99.0,1
2237_02,2237,2,1,2,1,2,83,41.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2238_01,2238,1,1,0,1,0,28,25.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2239_01,2239,1,0,1,1,5,439,26.0,0,0,93.0,0.0,469.0,0.0,0.0,1
2241_01,2241,1,0,2,0,5,451,27.0,0,0,485.0,1109.0,921.0,0.0,1.0,0
2243_01,2243,1,0,2,0,6,362,22.0,0,0,38.0,483.0,80.0,47.0,121.0,1
2251_01,2251,2,1,0,1,0,29,62.0,0,0,320.0,1179.0,756.0,4996.0,85.0,0
2251_02,2251,2,1,2,1,0,29,58.0,0,0,2.0,1.0,14.0,2.0,1153.0,0
2253_01,2253,1,0,2,1,6,359,54.0,0,0,701.0,32.0,171.0,8.0,0.0,0
2254_01,2254,1,0,2,0,5,455,26.0,0,0,0.0,10.0,0.0,702.0,1.0,0
2255_01,2255,2,1,0,0,2,75,44.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2255_02,2255,2,1,2,0,2,75,34.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2256_01,2256,1,0,2,1,6,360,47.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2257_02,2257,2,1,0,0,1,66,22.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2261_01,2261,1,0,2,1,5,441,29.0,0,0,0.0,0.0,885.0,0.0,0.0,1
2262_01,2262,1,0,0,0,6,365,43.0,0,0,485.0,4.0,136.0,48.0,0.0,0
2263_01,2263,1,0,2,0,5,456,42.0,0,0,0.0,0.0,32.0,772.0,0.0,0
2264_01,2264,1,0,2,1,5,442,39.0,0,0,0.0,0.0,13.0,0.0,868.0,1
2266_01,2266,1,2,2,0,5,457,30.0,0,0,616.0,0.0,185.0,210.0,475.0,0
2267_01,2267,1,2,2,1,4,161,43.0,0,0,2318.0,0.0,647.0,81.0,0.0,1
2268_01,2268,1,0,2,0,6,366,19.0,1,0,0.0,0.0,0.0,0.0,0.0,0
2269_01,2269,1,2,2,0,5,458,26.0,1,0,0.0,0.0,0.0,0.0,0.0,1
2270_01,2270,1,2,2,0,5,459,46.0,0,0,171.0,0.0,1257.0,5.0,0.0,1
2272_03,2272,3,0,2,0,6,367,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
2273_01,2273,1,0,2,1,4,162,22.0,0,0,0.0,0.0,0.0,10.0,778.0,0
